Date,Open,High,Low,Close,Adj Close,Volume
2024-08-08,34645.7890625,35379.6484375,34207.16015625,34831.1484375,34831.1484375,165300000
2024-08-09,35272.33984375,35671.30859375,34445.5703125,34668.7890625,34668.7890625,0
