Date,Open,High,Low,Close,Adj Close,Volume
2024-08-09,8145.0,8203.5,8144.39990234375,8168.10009765625,8168.10009765625,873989200
2024-08-12,8168.10009765625,8223.5,8168.10009765625,8210.2998046875,8210.2998046875,1655696200
2024-08-13,8210.2998046875,8244.400390625,8188.0,8235.2001953125,8235.2001953125,532750100
2024-08-14,8235.2001953125,8288.7001953125,8230.7001953125,8281.099609375,8281.099609375,610726800
2024-08-15,8281.099609375,8367.0,8277.099609375,8347.400390625,8347.400390625,863763000
2024-08-16,8347.400390625,8350.400390625,8292.0,8311.400390625,8311.400390625,515420800
