Date,Open,High,Low,Close,Adj Close,Volume
2024-08-07,221.94000244140625,222.30999755859375,220.35000610351562,220.5500030517578,220.5500030517578,5287800
2024-08-08,222.72999572753906,224.25,222.52000427246094,224.00999450683594,224.00999450683594,6311600
