Date,Open,High,Low,Close,Adj Close,Volume
2024-08-09,128662.0,130631.0,128662.0,130615.0,130615.0,11324800
2024-08-12,130615.0,131662.0,130615.0,131116.0,131116.0,8601600
2024-08-13,131115.0,132430.0,131115.0,132398.0,132398.0,9798900
2024-08-14,132398.0,133777.0,132112.0,133318.0,133318.0,12158400
2024-08-15,133319.0,134575.0,133319.0,134153.0,134153.0,10534800
2024-08-16,134154.0,134781.0,133852.0,133953.0,133953.0,10871900
