,Volatility (Actual),Volatility (Future),Future Days,MI,VA,VF,FD,VA Kind,VF Kind
196,Volatility (21 days),Volatility (10 days),Next 10 days,1.157566207602014,21,10,10,Long,Short
197,Volatility (63 days),Volatility (10 days),Next 10 days,1.3266471796746417,63,10,10,Long,Short
198,Volatility (126 days),Volatility (10 days),Next 10 days,1.348490386766274,126,10,10,Long,Short
199,Volatility (252 days),Volatility (10 days),Next 10 days,1.369887312670076,252,10,10,Long,Short
200,Volatility (2 days),Volatility (10 days),Next 21 days,0.06919599142892441,2,10,21,Short,Short
201,Volatility (3 days),Volatility (10 days),Next 21 days,0.18396439991552516,3,10,21,Short,Short
202,Volatility (5 days),Volatility (10 days),Next 21 days,0.21887180885523883,5,10,21,Short,Short
203,Volatility (10 days),Volatility (10 days),Next 21 days,0.48311043457447855,10,10,21,Short,Short
204,Volatility (21 days),Volatility (10 days),Next 21 days,0.9699373851284561,21,10,21,Long,Short
205,Volatility (63 days),Volatility (10 days),Next 21 days,1.089480037442197,63,10,21,Long,Short
206,Volatility (126 days),Volatility (10 days),Next 21 days,1.1699741223126567,126,10,21,Long,Short
207,Volatility (252 days),Volatility (10 days),Next 21 days,1.182187089087333,252,10,21,Long,Short
208,Volatility (2 days),Volatility (10 days),Next 63 days,0.03892623280131513,2,10,63,Short,Short
209,Volatility (3 days),Volatility (10 days),Next 63 days,0.13927048611150905,3,10,63,Short,Short
210,Volatility (5 days),Volatility (10 days),Next 63 days,0.15229702764937425,5,10,63,Short,Short
211,Volatility (10 days),Volatility (10 days),Next 63 days,0.40925821139652907,10,10,63,Short,Short
212,Volatility (21 days),Volatility (10 days),Next 63 days,0.8463051068798535,21,10,63,Long,Short
213,Volatility (63 days),Volatility (10 days),Next 63 days,1.0135306804586595,63,10,63,Long,Short
214,Volatility (126 days),Volatility (10 days),Next 63 days,1.1175834934248714,126,10,63,Long,Short
215,Volatility (252 days),Volatility (10 days),Next 63 days,1.1506458028564568,252,10,63,Long,Short
216,Volatility (2 days),Volatility (10 days),Next 126 days,0.03167928926799579,2,10,126,Short,Short
217,Volatility (3 days),Volatility (10 days),Next 126 days,0.10655548020845451,3,10,126,Short,Short
218,Volatility (5 days),Volatility (10 days),Next 126 days,0.1400410762658506,5,10,126,Short,Short
219,Volatility (10 days),Volatility (10 days),Next 126 days,0.378256087006724,10,10,126,Short,Short
220,Volatility (21 days),Volatility (10 days),Next 126 days,0.8429537720589098,21,10,126,Long,Short
221,Volatility (63 days),Volatility (10 days),Next 126 days,1.0576746941949748,63,10,126,Long,Short
222,Volatility (126 days),Volatility (10 days),Next 126 days,1.1187336685471783,126,10,126,Long,Short
223,Volatility (252 days),Volatility (10 days),Next 126 days,1.1713918528658587,252,10,126,Long,Short
224,Volatility (2 days),Volatility (21 days),Next 1 days,0.16029540920856,2,21,1,Short,Long
225,Volatility (3 days),Volatility (21 days),Next 1 days,0.40765354839856727,3,21,1,Short,Long
226,Volatility (5 days),Volatility (21 days),Next 1 days,0.5537139131584743,5,21,1,Short,Long
227,Volatility (10 days),Volatility (21 days),Next 1 days,1.5557151431228782,10,21,1,Short,Long
228,Volatility (21 days),Volatility (21 days),Next 1 days,4.922073706609423,21,21,1,Long,Long
229,Volatility (63 days),Volatility (21 days),Next 1 days,3.235122374426375,63,21,1,Long,Long
230,Volatility (126 days),Volatility (21 days),Next 1 days,3.2668268288953453,126,21,1,Long,Long
231,Volatility (252 days),Volatility (21 days),Next 1 days,3.3604778758681912,252,21,1,Long,Long
232,Volatility (2 days),Volatility (21 days),Next 3 days,0.16914106588528544,2,21,3,Short,Long
233,Volatility (3 days),Volatility (21 days),Next 3 days,0.43281575042144205,3,21,3,Short,Long
234,Volatility (5 days),Volatility (21 days),Next 3 days,0.5718588199689858,5,21,3,Short,Long
235,Volatility (10 days),Volatility (21 days),Next 3 days,1.4621445320656372,10,21,3,Short,Long
236,Volatility (21 days),Volatility (21 days),Next 3 days,2.8921798324916783,21,21,3,Long,Long
237,Volatility (63 days),Volatility (21 days),Next 3 days,2.8543476864776447,63,21,3,Long,Long
238,Volatility (126 days),Volatility (21 days),Next 3 days,2.9436871899696193,126,21,3,Long,Long
239,Volatility (252 days),Volatility (21 days),Next 3 days,3.065991269757782,252,21,3,Long,Long
240,Volatility (2 days),Volatility (21 days),Next 5 days,0.16542676037888882,2,21,5,Short,Long
241,Volatility (3 days),Volatility (21 days),Next 5 days,0.42548269699722585,3,21,5,Short,Long
242,Volatility (5 days),Volatility (21 days),Next 5 days,0.5884458317611836,5,21,5,Short,Long
243,Volatility (10 days),Volatility (21 days),Next 5 days,1.474416598140591,10,21,5,Short,Long
244,Volatility (21 days),Volatility (21 days),Next 5 days,2.8868634488788936,21,21,5,Long,Long
245,Volatility (63 days),Volatility (21 days),Next 5 days,2.934462761669212,63,21,5,Long,Long
246,Volatility (126 days),Volatility (21 days),Next 5 days,3.05309989762155,126,21,5,Long,Long
247,Volatility (252 days),Volatility (21 days),Next 5 days,3.1196205461039437,252,21,5,Long,Long
248,Volatility (2 days),Volatility (21 days),Next 10 days,0.16803723660303582,2,21,10,Short,Long
249,Volatility (3 days),Volatility (21 days),Next 10 days,0.4144401387791792,3,21,10,Short,Long
250,Volatility (5 days),Volatility (21 days),Next 10 days,0.5757834382111051,5,21,10,Short,Long
251,Volatility (10 days),Volatility (21 days),Next 10 days,1.5888937927811932,10,21,10,Short,Long
252,Volatility (21 days),Volatility (21 days),Next 10 days,2.6097025059692918,21,21,10,Long,Long
253,Volatility (63 days),Volatility (21 days),Next 10 days,2.8252410903599396,63,21,10,Long,Long
254,Volatility (126 days),Volatility (21 days),Next 10 days,3.0255860998415076,126,21,10,Long,Long
255,Volatility (252 days),Volatility (21 days),Next 10 days,3.1063672242554254,252,21,10,Long,Long
256,Volatility (2 days),Volatility (21 days),Next 21 days,0.10531377198293246,2,21,21,Short,Long
257,Volatility (3 days),Volatility (21 days),Next 21 days,0.29620764725955784,3,21,21,Short,Long
258,Volatility (5 days),Volatility (21 days),Next 21 days,0.35780877971111824,5,21,21,Short,Long
259,Volatility (10 days),Volatility (21 days),Next 21 days,1.177592144079493,10,21,21,Short,Long
260,Volatility (21 days),Volatility (21 days),Next 21 days,2.836038941590762,21,21,21,Long,Long
261,Volatility (63 days),Volatility (21 days),Next 21 days,3.210303923254054,63,21,21,Long,Long
262,Volatility (126 days),Volatility (21 days),Next 21 days,3.3732149929986828,126,21,21,Long,Long
263,Volatility (252 days),Volatility (21 days),Next 21 days,3.449685427474281,252,21,21,Long,Long
264,Volatility (2 days),Volatility (21 days),Next 63 days,0.06187062791401843,2,21,63,Short,Long
265,Volatility (3 days),Volatility (21 days),Next 63 days,0.19940444352101228,3,21,63,Short,Long
266,Volatility (5 days),Volatility (21 days),Next 63 days,0.24083227148929698,5,21,63,Short,Long
267,Volatility (10 days),Volatility (21 days),Next 63 days,0.9293868595015269,10,21,63,Short,Long
268,Volatility (21 days),Volatility (21 days),Next 63 days,2.397220559536036,21,21,63,Long,Long
269,Volatility (63 days),Volatility (21 days),Next 63 days,2.7781733138291425,63,21,63,Long,Long
270,Volatility (126 days),Volatility (21 days),Next 63 days,2.991804056390064,126,21,63,Long,Long
271,Volatility (252 days),Volatility (21 days),Next 63 days,3.1282086146836656,252,21,63,Long,Long
272,Volatility (2 days),Volatility (21 days),Next 126 days,0.04755049848070758,2,21,126,Short,Long
273,Volatility (3 days),Volatility (21 days),Next 126 days,0.20497497666927877,3,21,126,Short,Long
274,Volatility (5 days),Volatility (21 days),Next 126 days,0.21364104583759413,5,21,126,Short,Long
275,Volatility (10 days),Volatility (21 days),Next 126 days,0.8866108861604465,10,21,126,Short,Long
276,Volatility (21 days),Volatility (21 days),Next 126 days,2.3903670235877454,21,21,126,Long,Long
277,Volatility (63 days),Volatility (21 days),Next 126 days,2.802975914661599,63,21,126,Long,Long
278,Volatility (126 days),Volatility (21 days),Next 126 days,2.97310029943785,126,21,126,Long,Long
279,Volatility (252 days),Volatility (21 days),Next 126 days,3.139509884131887,252,21,126,Long,Long
280,Volatility (2 days),Volatility (63 days),Next 1 days,0.12333965711918804,2,63,1,Short,Long
281,Volatility (3 days),Volatility (63 days),Next 1 days,0.31827600366887143,3,63,1,Short,Long
282,Volatility (5 days),Volatility (63 days),Next 1 days,0.4079677750451749,5,63,1,Short,Long
283,Volatility (10 days),Volatility (63 days),Next 1 days,1.3488217816049834,10,63,1,Short,Long
284,Volatility (21 days),Volatility (63 days),Next 1 days,3.250104141802039,21,63,1,Long,Long
285,Volatility (63 days),Volatility (63 days),Next 1 days,5.427860549309493,63,63,1,Long,Long
286,Volatility (126 days),Volatility (63 days),Next 1 days,3.8565453742692557,126,63,1,Long,Long
287,Volatility (252 days),Volatility (63 days),Next 1 days,3.8908053188344325,252,63,1,Long,Long
