,Volatility (Actual),Volatility (Future),Future Days,MI,VA,VF,FD,VA Kind,VF Kind
198,Volatility (126 days),Volatility (10 days),Next 10 days,1.4771131457474782,126,10,10,Long,Short
199,Volatility (252 days),Volatility (10 days),Next 10 days,1.4016013359293207,252,10,10,Long,Short
200,Volatility (2 days),Volatility (10 days),Next 21 days,0.08269312499067816,2,10,21,Short,Short
201,Volatility (3 days),Volatility (10 days),Next 21 days,0.20291051643921332,3,10,21,Short,Short
202,Volatility (5 days),Volatility (10 days),Next 21 days,0.2980347492704478,5,10,21,Short,Short
203,Volatility (10 days),Volatility (10 days),Next 21 days,0.5761754927256595,10,10,21,Short,Short
204,Volatility (21 days),Volatility (10 days),Next 21 days,0.9717239695726931,21,10,21,Long,Short
205,Volatility (63 days),Volatility (10 days),Next 21 days,1.174714291345686,63,10,21,Long,Short
206,Volatility (126 days),Volatility (10 days),Next 21 days,1.2608931485702342,126,10,21,Long,Short
207,Volatility (252 days),Volatility (10 days),Next 21 days,1.2289117409758727,252,10,21,Long,Short
208,Volatility (2 days),Volatility (10 days),Next 63 days,0.04117305485017564,2,10,63,Short,Short
209,Volatility (3 days),Volatility (10 days),Next 63 days,0.17480712413563548,3,10,63,Short,Short
210,Volatility (5 days),Volatility (10 days),Next 63 days,0.26308245623013526,5,10,63,Short,Short
211,Volatility (10 days),Volatility (10 days),Next 63 days,0.5461580016988883,10,10,63,Short,Short
212,Volatility (21 days),Volatility (10 days),Next 63 days,0.9780816311048612,21,10,63,Long,Short
213,Volatility (63 days),Volatility (10 days),Next 63 days,1.1971347699377137,63,10,63,Long,Short
214,Volatility (126 days),Volatility (10 days),Next 63 days,1.2197817756303273,126,10,63,Long,Short
215,Volatility (252 days),Volatility (10 days),Next 63 days,1.2184138736147094,252,10,63,Long,Short
216,Volatility (2 days),Volatility (10 days),Next 126 days,0.036494210876771405,2,10,126,Short,Short
217,Volatility (3 days),Volatility (10 days),Next 126 days,0.1419930127690936,3,10,126,Short,Short
218,Volatility (5 days),Volatility (10 days),Next 126 days,0.22437770728236028,5,10,126,Short,Short
219,Volatility (10 days),Volatility (10 days),Next 126 days,0.4634488693090031,10,10,126,Short,Short
220,Volatility (21 days),Volatility (10 days),Next 126 days,0.8967103498463382,21,10,126,Long,Short
221,Volatility (63 days),Volatility (10 days),Next 126 days,1.0899224373438958,63,10,126,Long,Short
222,Volatility (126 days),Volatility (10 days),Next 126 days,1.1274408976984587,126,10,126,Long,Short
223,Volatility (252 days),Volatility (10 days),Next 126 days,1.2868444589568022,252,10,126,Long,Short
224,Volatility (2 days),Volatility (21 days),Next 1 days,0.1529719092863937,2,21,1,Short,Long
225,Volatility (3 days),Volatility (21 days),Next 1 days,0.39389664768548815,3,21,1,Short,Long
226,Volatility (5 days),Volatility (21 days),Next 1 days,0.5552168702533669,5,21,1,Short,Long
227,Volatility (10 days),Volatility (21 days),Next 1 days,1.574609601893711,10,21,1,Short,Long
228,Volatility (21 days),Volatility (21 days),Next 1 days,4.246226100466005,21,21,1,Long,Long
229,Volatility (63 days),Volatility (21 days),Next 1 days,2.909104225763693,63,21,1,Long,Long
230,Volatility (126 days),Volatility (21 days),Next 1 days,2.8898680609459135,126,21,1,Long,Long
231,Volatility (252 days),Volatility (21 days),Next 1 days,2.9499750494469046,252,21,1,Long,Long
232,Volatility (2 days),Volatility (21 days),Next 3 days,0.1412381830201932,2,21,3,Short,Long
233,Volatility (3 days),Volatility (21 days),Next 3 days,0.39585781705052714,3,21,3,Short,Long
234,Volatility (5 days),Volatility (21 days),Next 3 days,0.5865320643968559,5,21,3,Short,Long
235,Volatility (10 days),Volatility (21 days),Next 3 days,1.442877120612959,10,21,3,Short,Long
236,Volatility (21 days),Volatility (21 days),Next 3 days,2.52097976656712,21,21,3,Long,Long
237,Volatility (63 days),Volatility (21 days),Next 3 days,2.6254123927769117,63,21,3,Long,Long
238,Volatility (126 days),Volatility (21 days),Next 3 days,2.6241274132047505,126,21,3,Long,Long
239,Volatility (252 days),Volatility (21 days),Next 3 days,2.7666651919642518,252,21,3,Long,Long
240,Volatility (2 days),Volatility (21 days),Next 5 days,0.11387457024430692,2,21,5,Short,Long
241,Volatility (3 days),Volatility (21 days),Next 5 days,0.41413740500864726,3,21,5,Short,Long
242,Volatility (5 days),Volatility (21 days),Next 5 days,0.5608343395440505,5,21,5,Short,Long
243,Volatility (10 days),Volatility (21 days),Next 5 days,1.4223217917972582,10,21,5,Short,Long
244,Volatility (21 days),Volatility (21 days),Next 5 days,2.5625270933368745,21,21,5,Long,Long
245,Volatility (63 days),Volatility (21 days),Next 5 days,2.717137277256736,63,21,5,Long,Long
246,Volatility (126 days),Volatility (21 days),Next 5 days,2.8053511197702354,126,21,5,Long,Long
247,Volatility (252 days),Volatility (21 days),Next 5 days,2.832822541474689,252,21,5,Long,Long
248,Volatility (2 days),Volatility (21 days),Next 10 days,0.15291851349123498,2,21,10,Short,Long
249,Volatility (3 days),Volatility (21 days),Next 10 days,0.444021790437203,3,21,10,Short,Long
250,Volatility (5 days),Volatility (21 days),Next 10 days,0.5869384163068139,5,21,10,Short,Long
251,Volatility (10 days),Volatility (21 days),Next 10 days,1.5834166521793853,10,21,10,Short,Long
252,Volatility (21 days),Volatility (21 days),Next 10 days,2.3008019199035035,21,21,10,Long,Long
253,Volatility (63 days),Volatility (21 days),Next 10 days,2.6326482874788297,63,21,10,Long,Long
254,Volatility (126 days),Volatility (21 days),Next 10 days,2.8056566666707696,126,21,10,Long,Long
255,Volatility (252 days),Volatility (21 days),Next 10 days,2.832654424082984,252,21,10,Long,Long
256,Volatility (2 days),Volatility (21 days),Next 21 days,0.1014127854612914,2,21,21,Short,Long
257,Volatility (3 days),Volatility (21 days),Next 21 days,0.30070362801576245,3,21,21,Short,Long
258,Volatility (5 days),Volatility (21 days),Next 21 days,0.41110825835335874,5,21,21,Short,Long
259,Volatility (10 days),Volatility (21 days),Next 21 days,1.2793173126873834,10,21,21,Short,Long
260,Volatility (21 days),Volatility (21 days),Next 21 days,2.676835674420495,21,21,21,Long,Long
261,Volatility (63 days),Volatility (21 days),Next 21 days,2.9545238236711473,63,21,21,Long,Long
262,Volatility (126 days),Volatility (21 days),Next 21 days,3.156405519089103,126,21,21,Long,Long
263,Volatility (252 days),Volatility (21 days),Next 21 days,3.0890477290403346,252,21,21,Long,Long
264,Volatility (2 days),Volatility (21 days),Next 63 days,0.06807024928474359,2,21,63,Short,Long
265,Volatility (3 days),Volatility (21 days),Next 63 days,0.2611399382131321,3,21,63,Short,Long
266,Volatility (5 days),Volatility (21 days),Next 63 days,0.32023689638358555,5,21,63,Short,Long
267,Volatility (10 days),Volatility (21 days),Next 63 days,1.009825214756808,10,21,63,Short,Long
268,Volatility (21 days),Volatility (21 days),Next 63 days,2.2380197242267017,21,21,63,Long,Long
269,Volatility (63 days),Volatility (21 days),Next 63 days,2.6505319537715,63,21,63,Long,Long
270,Volatility (126 days),Volatility (21 days),Next 63 days,2.810994268592063,126,21,63,Long,Long
271,Volatility (252 days),Volatility (21 days),Next 63 days,2.7625714788768305,252,21,63,Long,Long
272,Volatility (2 days),Volatility (21 days),Next 126 days,0.06636532261100658,2,21,126,Short,Long
273,Volatility (3 days),Volatility (21 days),Next 126 days,0.20796576795564192,3,21,126,Short,Long
274,Volatility (5 days),Volatility (21 days),Next 126 days,0.29593508931212664,5,21,126,Short,Long
275,Volatility (10 days),Volatility (21 days),Next 126 days,0.9865506032185509,10,21,126,Short,Long
276,Volatility (21 days),Volatility (21 days),Next 126 days,2.2635508054296154,21,21,126,Long,Long
277,Volatility (63 days),Volatility (21 days),Next 126 days,2.5854856721179282,63,21,126,Long,Long
278,Volatility (126 days),Volatility (21 days),Next 126 days,2.714153817790955,126,21,126,Long,Long
279,Volatility (252 days),Volatility (21 days),Next 126 days,2.8702135009004883,252,21,126,Long,Long
280,Volatility (2 days),Volatility (63 days),Next 1 days,0.13360805779845553,2,63,1,Short,Long
281,Volatility (3 days),Volatility (63 days),Next 1 days,0.3214568175730488,3,63,1,Short,Long
282,Volatility (5 days),Volatility (63 days),Next 1 days,0.503620159828138,5,63,1,Short,Long
283,Volatility (10 days),Volatility (63 days),Next 1 days,1.4110024112305624,10,63,1,Short,Long
284,Volatility (21 days),Volatility (63 days),Next 1 days,3.0216002521111607,21,63,1,Long,Long
285,Volatility (63 days),Volatility (63 days),Next 1 days,4.742536855210648,63,63,1,Long,Long
286,Volatility (126 days),Volatility (63 days),Next 1 days,3.568719986884777,126,63,1,Long,Long
287,Volatility (252 days),Volatility (63 days),Next 1 days,3.4329447948713794,252,63,1,Long,Long
