,Volatility (Actual),Volatility (Future),Future Days,MI,VA,VF,FD,VA Kind,VF Kind
149,Volatility (63 days),Volatility (5 days),Next 21 days,0.3210990271676364,63,5,21,Long,Short
150,Volatility (126 days),Volatility (5 days),Next 21 days,0.36936944073462463,126,5,21,Long,Short
151,Volatility (252 days),Volatility (5 days),Next 21 days,0.32761547891593157,252,5,21,Long,Short
152,Volatility (2 days),Volatility (5 days),Next 63 days,0.02658966863239698,2,5,63,Short,Short
153,Volatility (3 days),Volatility (5 days),Next 63 days,0.07741060897577068,3,5,63,Short,Short
154,Volatility (5 days),Volatility (5 days),Next 63 days,0.092983898013963,5,5,63,Short,Short
155,Volatility (10 days),Volatility (5 days),Next 63 days,0.15691618854755873,10,5,63,Short,Short
156,Volatility (21 days),Volatility (5 days),Next 63 days,0.25687835672683157,21,5,63,Long,Short
157,Volatility (63 days),Volatility (5 days),Next 63 days,0.30328878655544056,63,5,63,Long,Short
158,Volatility (126 days),Volatility (5 days),Next 63 days,0.29644613735583913,126,5,63,Long,Short
159,Volatility (252 days),Volatility (5 days),Next 63 days,0.3026404438768866,252,5,63,Long,Short
160,Volatility (2 days),Volatility (5 days),Next 126 days,0.004358812949218915,2,5,126,Short,Short
161,Volatility (3 days),Volatility (5 days),Next 126 days,0.033480427336977314,3,5,126,Short,Short
162,Volatility (5 days),Volatility (5 days),Next 126 days,0.0693094384841828,5,5,126,Short,Short
163,Volatility (10 days),Volatility (5 days),Next 126 days,0.17128475323338854,10,5,126,Short,Short
164,Volatility (21 days),Volatility (5 days),Next 126 days,0.20714547480747214,21,5,126,Long,Short
165,Volatility (63 days),Volatility (5 days),Next 126 days,0.27145635727870676,63,5,126,Long,Short
166,Volatility (126 days),Volatility (5 days),Next 126 days,0.2940730647313359,126,5,126,Long,Short
167,Volatility (252 days),Volatility (5 days),Next 126 days,0.28266615769345727,252,5,126,Long,Short
168,Volatility (2 days),Volatility (10 days),Next 1 days,0.24722262720590393,2,10,1,Short,Short
169,Volatility (3 days),Volatility (10 days),Next 1 days,0.5199919507070616,3,10,1,Short,Short
170,Volatility (5 days),Volatility (10 days),Next 1 days,0.879703293330623,5,10,1,Short,Short
171,Volatility (10 days),Volatility (10 days),Next 1 days,2.7265352726894982,10,10,1,Short,Short
172,Volatility (21 days),Volatility (10 days),Next 1 days,1.3342570702413896,21,10,1,Long,Short
173,Volatility (63 days),Volatility (10 days),Next 1 days,1.2179113009475513,63,10,1,Long,Short
174,Volatility (126 days),Volatility (10 days),Next 1 days,1.1846142687940953,126,10,1,Long,Short
175,Volatility (252 days),Volatility (10 days),Next 1 days,1.171820232188142,252,10,1,Long,Short
176,Volatility (2 days),Volatility (10 days),Next 3 days,0.25667318477978984,2,10,3,Short,Short
177,Volatility (3 days),Volatility (10 days),Next 3 days,0.549133164257813,3,10,3,Short,Short
178,Volatility (5 days),Volatility (10 days),Next 3 days,0.8994726084565352,5,10,3,Short,Short
179,Volatility (10 days),Volatility (10 days),Next 3 days,1.131351946449488,10,10,3,Short,Short
180,Volatility (21 days),Volatility (10 days),Next 3 days,1.0944372925713228,21,10,3,Long,Short
181,Volatility (63 days),Volatility (10 days),Next 3 days,1.0412346406606012,63,10,3,Long,Short
182,Volatility (126 days),Volatility (10 days),Next 3 days,1.047449394754743,126,10,3,Long,Short
183,Volatility (252 days),Volatility (10 days),Next 3 days,1.0689366357167325,252,10,3,Long,Short
184,Volatility (2 days),Volatility (10 days),Next 5 days,0.26189278528355775,2,10,5,Short,Short
185,Volatility (3 days),Volatility (10 days),Next 5 days,0.5133737472891653,3,10,5,Short,Short
186,Volatility (5 days),Volatility (10 days),Next 5 days,0.9020574782542754,5,10,5,Short,Short
187,Volatility (10 days),Volatility (10 days),Next 5 days,0.851004306959501,10,10,5,Short,Short
188,Volatility (21 days),Volatility (10 days),Next 5 days,0.9763279729156391,21,10,5,Long,Short
189,Volatility (63 days),Volatility (10 days),Next 5 days,1.0498198861928056,63,10,5,Long,Short
190,Volatility (126 days),Volatility (10 days),Next 5 days,1.0747973605477936,126,10,5,Long,Short
191,Volatility (252 days),Volatility (10 days),Next 5 days,1.102621057946827,252,10,5,Long,Short
192,Volatility (2 days),Volatility (10 days),Next 10 days,0.12962433167630483,2,10,10,Short,Short
193,Volatility (3 days),Volatility (10 days),Next 10 days,0.29134957297669306,3,10,10,Short,Short
194,Volatility (5 days),Volatility (10 days),Next 10 days,0.3643724868385725,5,10,10,Short,Short
195,Volatility (10 days),Volatility (10 days),Next 10 days,0.6729289875267819,10,10,10,Short,Short
196,Volatility (21 days),Volatility (10 days),Next 10 days,1.1758648956347857,21,10,10,Long,Short
197,Volatility (63 days),Volatility (10 days),Next 10 days,1.2364167076658275,63,10,10,Long,Short
198,Volatility (126 days),Volatility (10 days),Next 10 days,1.2290149469425655,126,10,10,Long,Short
199,Volatility (252 days),Volatility (10 days),Next 10 days,1.2634545032391244,252,10,10,Long,Short
200,Volatility (2 days),Volatility (10 days),Next 21 days,0.07727256508849223,2,10,21,Short,Short
201,Volatility (3 days),Volatility (10 days),Next 21 days,0.20581558540695521,3,10,21,Short,Short
202,Volatility (5 days),Volatility (10 days),Next 21 days,0.2767228754931521,5,10,21,Short,Short
203,Volatility (10 days),Volatility (10 days),Next 21 days,0.46612722597273404,10,10,21,Short,Short
204,Volatility (21 days),Volatility (10 days),Next 21 days,0.9475198066212265,21,10,21,Long,Short
205,Volatility (63 days),Volatility (10 days),Next 21 days,1.0009087256781024,63,10,21,Long,Short
206,Volatility (126 days),Volatility (10 days),Next 21 days,1.1026797617925261,126,10,21,Long,Short
207,Volatility (252 days),Volatility (10 days),Next 21 days,1.0954974168964524,252,10,21,Long,Short
208,Volatility (2 days),Volatility (10 days),Next 63 days,0.07357515341272869,2,10,63,Short,Short
209,Volatility (3 days),Volatility (10 days),Next 63 days,0.1799382601115047,3,10,63,Short,Short
210,Volatility (5 days),Volatility (10 days),Next 63 days,0.18559964028598852,5,10,63,Short,Short
211,Volatility (10 days),Volatility (10 days),Next 63 days,0.44339476221051033,10,10,63,Short,Short
212,Volatility (21 days),Volatility (10 days),Next 63 days,0.8189189137493553,21,10,63,Long,Short
213,Volatility (63 days),Volatility (10 days),Next 63 days,1.0528579414553825,63,10,63,Long,Short
214,Volatility (126 days),Volatility (10 days),Next 63 days,1.0321208804823883,126,10,63,Long,Short
215,Volatility (252 days),Volatility (10 days),Next 63 days,1.1456450345327154,252,10,63,Long,Short
216,Volatility (2 days),Volatility (10 days),Next 126 days,0.023109366964262357,2,10,126,Short,Short
217,Volatility (3 days),Volatility (10 days),Next 126 days,0.10479637865992153,3,10,126,Short,Short
218,Volatility (5 days),Volatility (10 days),Next 126 days,0.1549066483544026,5,10,126,Short,Short
219,Volatility (10 days),Volatility (10 days),Next 126 days,0.34544857365212955,10,10,126,Short,Short
220,Volatility (21 days),Volatility (10 days),Next 126 days,0.7422930274949984,21,10,126,Long,Short
221,Volatility (63 days),Volatility (10 days),Next 126 days,0.9827596346410763,63,10,126,Long,Short
222,Volatility (126 days),Volatility (10 days),Next 126 days,0.9524424346967981,126,10,126,Long,Short
223,Volatility (252 days),Volatility (10 days),Next 126 days,1.0107390904676619,252,10,126,Long,Short
224,Volatility (2 days),Volatility (21 days),Next 1 days,0.1763361286640892,2,21,1,Short,Long
225,Volatility (3 days),Volatility (21 days),Next 1 days,0.4415582064524237,3,21,1,Short,Long
226,Volatility (5 days),Volatility (21 days),Next 1 days,0.623911696869845,5,21,1,Short,Long
227,Volatility (10 days),Volatility (21 days),Next 1 days,1.501473971763608,10,21,1,Short,Long
228,Volatility (21 days),Volatility (21 days),Next 1 days,4.313309962572122,21,21,1,Long,Long
229,Volatility (63 days),Volatility (21 days),Next 1 days,2.813127544520376,63,21,1,Long,Long
230,Volatility (126 days),Volatility (21 days),Next 1 days,2.7962395462865755,126,21,1,Long,Long
231,Volatility (252 days),Volatility (21 days),Next 1 days,2.8516035855007007,252,21,1,Long,Long
232,Volatility (2 days),Volatility (21 days),Next 3 days,0.19357998826646483,2,21,3,Short,Long
233,Volatility (3 days),Volatility (21 days),Next 3 days,0.45627768846266736,3,21,3,Short,Long
234,Volatility (5 days),Volatility (21 days),Next 3 days,0.6456340362870652,5,21,3,Short,Long
235,Volatility (10 days),Volatility (21 days),Next 3 days,1.4202696990085828,10,21,3,Short,Long
236,Volatility (21 days),Volatility (21 days),Next 3 days,2.6466353624236754,21,21,3,Long,Long
237,Volatility (63 days),Volatility (21 days),Next 3 days,2.4250433198853796,63,21,3,Long,Long
238,Volatility (126 days),Volatility (21 days),Next 3 days,2.5026664813980974,126,21,3,Long,Long
239,Volatility (252 days),Volatility (21 days),Next 3 days,2.6466589749474454,252,21,3,Long,Long
