,Volatility (Actual),Volatility (Future),Future Days,MI,VA,VF,FD,VA Kind,VF Kind
231,Volatility (252 days),Volatility (21 days),Next 1 days,2.7513383178724142,252,21,1,Long,Long
232,Volatility (2 days),Volatility (21 days),Next 3 days,0.10227437852155141,2,21,3,Short,Long
233,Volatility (3 days),Volatility (21 days),Next 3 days,0.3511062323407437,3,21,3,Short,Long
234,Volatility (5 days),Volatility (21 days),Next 3 days,0.47979676489947654,5,21,3,Short,Long
235,Volatility (10 days),Volatility (21 days),Next 3 days,1.2779825100263,10,21,3,Short,Long
236,Volatility (21 days),Volatility (21 days),Next 3 days,2.3825822129337886,21,21,3,Long,Long
237,Volatility (63 days),Volatility (21 days),Next 3 days,2.5104378419504796,63,21,3,Long,Long
238,Volatility (126 days),Volatility (21 days),Next 3 days,2.5308578125051673,126,21,3,Long,Long
239,Volatility (252 days),Volatility (21 days),Next 3 days,2.5984349874638477,252,21,3,Long,Long
240,Volatility (2 days),Volatility (21 days),Next 5 days,0.10793554507875225,2,21,5,Short,Long
241,Volatility (3 days),Volatility (21 days),Next 5 days,0.32421573479212107,3,21,5,Short,Long
242,Volatility (5 days),Volatility (21 days),Next 5 days,0.4879102248804026,5,21,5,Short,Long
243,Volatility (10 days),Volatility (21 days),Next 5 days,1.2501657309069873,10,21,5,Short,Long
244,Volatility (21 days),Volatility (21 days),Next 5 days,2.418033868690819,21,21,5,Long,Long
245,Volatility (63 days),Volatility (21 days),Next 5 days,2.581031819055526,63,21,5,Long,Long
246,Volatility (126 days),Volatility (21 days),Next 5 days,2.596993631903064,126,21,5,Long,Long
247,Volatility (252 days),Volatility (21 days),Next 5 days,2.61544805664251,252,21,5,Long,Long
248,Volatility (2 days),Volatility (21 days),Next 10 days,0.11755715152683077,2,21,10,Short,Long
249,Volatility (3 days),Volatility (21 days),Next 10 days,0.32318576612009053,3,21,10,Short,Long
250,Volatility (5 days),Volatility (21 days),Next 10 days,0.47656257081703224,5,21,10,Short,Long
251,Volatility (10 days),Volatility (21 days),Next 10 days,1.3587783857001847,10,21,10,Short,Long
252,Volatility (21 days),Volatility (21 days),Next 10 days,2.2949372571978803,21,21,10,Long,Long
253,Volatility (63 days),Volatility (21 days),Next 10 days,2.490492193982271,63,21,10,Long,Long
254,Volatility (126 days),Volatility (21 days),Next 10 days,2.6625994856249715,126,21,10,Long,Long
255,Volatility (252 days),Volatility (21 days),Next 10 days,2.6726321252893968,252,21,10,Long,Long
256,Volatility (2 days),Volatility (21 days),Next 21 days,0.05024857866956367,2,21,21,Short,Long
257,Volatility (3 days),Volatility (21 days),Next 21 days,0.23985239965491978,3,21,21,Short,Long
258,Volatility (5 days),Volatility (21 days),Next 21 days,0.31022664724743354,5,21,21,Short,Long
259,Volatility (10 days),Volatility (21 days),Next 21 days,1.0329132986051137,10,21,21,Short,Long
260,Volatility (21 days),Volatility (21 days),Next 21 days,2.4772662810462465,21,21,21,Long,Long
261,Volatility (63 days),Volatility (21 days),Next 21 days,2.825966426141703,63,21,21,Long,Long
262,Volatility (126 days),Volatility (21 days),Next 21 days,2.881056711095681,126,21,21,Long,Long
263,Volatility (252 days),Volatility (21 days),Next 21 days,2.9855954157821833,252,21,21,Long,Long
264,Volatility (2 days),Volatility (21 days),Next 63 days,0.03146950275184501,2,21,63,Short,Long
265,Volatility (3 days),Volatility (21 days),Next 63 days,0.19738495501503195,3,21,63,Short,Long
266,Volatility (5 days),Volatility (21 days),Next 63 days,0.25388193706034823,5,21,63,Short,Long
267,Volatility (10 days),Volatility (21 days),Next 63 days,0.8145897386661787,10,21,63,Short,Long
268,Volatility (21 days),Volatility (21 days),Next 63 days,2.0708609063025585,21,21,63,Long,Long
269,Volatility (63 days),Volatility (21 days),Next 63 days,2.464057837286495,63,21,63,Long,Long
270,Volatility (126 days),Volatility (21 days),Next 63 days,2.4909406771768823,126,21,63,Long,Long
271,Volatility (252 days),Volatility (21 days),Next 63 days,2.748261966017964,252,21,63,Long,Long
272,Volatility (2 days),Volatility (21 days),Next 126 days,0.00868886875531949,2,21,126,Short,Long
273,Volatility (3 days),Volatility (21 days),Next 126 days,0.16889450049746646,3,21,126,Short,Long
274,Volatility (5 days),Volatility (21 days),Next 126 days,0.21992690864458186,5,21,126,Short,Long
275,Volatility (10 days),Volatility (21 days),Next 126 days,0.8060146122185525,10,21,126,Short,Long
276,Volatility (21 days),Volatility (21 days),Next 126 days,2.0324275167678416,21,21,126,Long,Long
277,Volatility (63 days),Volatility (21 days),Next 126 days,2.3865407061755413,63,21,126,Long,Long
278,Volatility (126 days),Volatility (21 days),Next 126 days,2.4267100955630836,126,21,126,Long,Long
279,Volatility (252 days),Volatility (21 days),Next 126 days,2.622088834389491,252,21,126,Long,Long
280,Volatility (2 days),Volatility (63 days),Next 1 days,0.07361613023573632,2,63,1,Short,Long
281,Volatility (3 days),Volatility (63 days),Next 1 days,0.2637278942435346,3,63,1,Short,Long
282,Volatility (5 days),Volatility (63 days),Next 1 days,0.3534180327992207,5,63,1,Short,Long
283,Volatility (10 days),Volatility (63 days),Next 1 days,1.213143209723552,10,63,1,Short,Long
284,Volatility (21 days),Volatility (63 days),Next 1 days,2.7704845195590115,21,63,1,Long,Long
285,Volatility (63 days),Volatility (63 days),Next 1 days,4.6212846464020885,63,63,1,Long,Long
286,Volatility (126 days),Volatility (63 days),Next 1 days,3.2881966844984647,126,63,1,Long,Long
287,Volatility (252 days),Volatility (63 days),Next 1 days,3.2379374471611495,252,63,1,Long,Long
