,Volatility (Actual),Volatility (Future),Future Days,MI,VA,VF,FD,VA Kind,VF Kind
65,Volatility (3 days),Volatility (3 days),Next 3 days,0.1104411198659907,3,3,3,Short,Short
66,Volatility (5 days),Volatility (3 days),Next 3 days,0.14503681065026086,5,3,3,Short,Short
67,Volatility (10 days),Volatility (3 days),Next 3 days,0.2188871018812497,10,3,3,Short,Short
68,Volatility (21 days),Volatility (3 days),Next 3 days,0.23764071162176847,21,3,3,Long,Short
69,Volatility (63 days),Volatility (3 days),Next 3 days,0.2585646574963274,63,3,3,Long,Short
70,Volatility (126 days),Volatility (3 days),Next 3 days,0.2505672911175143,126,3,3,Long,Short
71,Volatility (252 days),Volatility (3 days),Next 3 days,0.21816987778875507,252,3,3,Long,Short
72,Volatility (2 days),Volatility (3 days),Next 5 days,0.04851196158917581,2,3,5,Short,Short
73,Volatility (3 days),Volatility (3 days),Next 5 days,0.11734775788626273,3,3,5,Short,Short
74,Volatility (5 days),Volatility (3 days),Next 5 days,0.13253346261893473,5,3,5,Short,Short
75,Volatility (10 days),Volatility (3 days),Next 5 days,0.18700758743314516,10,3,5,Short,Short
76,Volatility (21 days),Volatility (3 days),Next 5 days,0.21333292354281586,21,3,5,Long,Short
77,Volatility (63 days),Volatility (3 days),Next 5 days,0.2569178012543354,63,3,5,Long,Short
78,Volatility (126 days),Volatility (3 days),Next 5 days,0.2318823419077347,126,3,5,Long,Short
79,Volatility (252 days),Volatility (3 days),Next 5 days,0.2073536428148266,252,3,5,Long,Short
80,Volatility (2 days),Volatility (3 days),Next 10 days,0.04296557693674874,2,3,10,Short,Short
81,Volatility (3 days),Volatility (3 days),Next 10 days,0.08884815260074941,3,3,10,Short,Short
82,Volatility (5 days),Volatility (3 days),Next 10 days,0.11070609742528958,5,3,10,Short,Short
83,Volatility (10 days),Volatility (3 days),Next 10 days,0.16937330607374435,10,3,10,Short,Short
84,Volatility (21 days),Volatility (3 days),Next 10 days,0.21539416787550625,21,3,10,Long,Short
85,Volatility (63 days),Volatility (3 days),Next 10 days,0.22880009663208156,63,3,10,Long,Short
86,Volatility (126 days),Volatility (3 days),Next 10 days,0.24837404291790488,126,3,10,Long,Short
87,Volatility (252 days),Volatility (3 days),Next 10 days,0.2076927904826853,252,3,10,Long,Short
88,Volatility (2 days),Volatility (3 days),Next 21 days,0.04775299719001591,2,3,21,Short,Short
89,Volatility (3 days),Volatility (3 days),Next 21 days,0.09670160687951501,3,3,21,Short,Short
90,Volatility (5 days),Volatility (3 days),Next 21 days,0.07430543876348938,5,3,21,Short,Short
91,Volatility (10 days),Volatility (3 days),Next 21 days,0.1320521047087233,10,3,21,Short,Short
92,Volatility (21 days),Volatility (3 days),Next 21 days,0.2022081746134523,21,3,21,Long,Short
93,Volatility (63 days),Volatility (3 days),Next 21 days,0.23697702989668823,63,3,21,Long,Short
94,Volatility (126 days),Volatility (3 days),Next 21 days,0.21268745779550624,126,3,21,Long,Short
95,Volatility (252 days),Volatility (3 days),Next 21 days,0.20990984349581954,252,3,21,Long,Short
96,Volatility (2 days),Volatility (3 days),Next 63 days,0.010278354104210408,2,3,63,Short,Short
97,Volatility (3 days),Volatility (3 days),Next 63 days,0.06564962270639718,3,3,63,Short,Short
98,Volatility (5 days),Volatility (3 days),Next 63 days,0.06004001190458741,5,3,63,Short,Short
99,Volatility (10 days),Volatility (3 days),Next 63 days,0.10098323235067319,10,3,63,Short,Short
100,Volatility (21 days),Volatility (3 days),Next 63 days,0.15679113878205353,21,3,63,Long,Short
101,Volatility (63 days),Volatility (3 days),Next 63 days,0.1883534698789866,63,3,63,Long,Short
102,Volatility (126 days),Volatility (3 days),Next 63 days,0.19718373190379612,126,3,63,Long,Short
103,Volatility (252 days),Volatility (3 days),Next 63 days,0.2136743158693477,252,3,63,Long,Short
104,Volatility (2 days),Volatility (3 days),Next 126 days,0.0,2,3,126,Short,Short
105,Volatility (3 days),Volatility (3 days),Next 126 days,0.033918294705267193,3,3,126,Short,Short
106,Volatility (5 days),Volatility (3 days),Next 126 days,0.030060357750183897,5,3,126,Short,Short
107,Volatility (10 days),Volatility (3 days),Next 126 days,0.09224915416746615,10,3,126,Short,Short
108,Volatility (21 days),Volatility (3 days),Next 126 days,0.1537984861304631,21,3,126,Long,Short
109,Volatility (63 days),Volatility (3 days),Next 126 days,0.1603040452925235,63,3,126,Long,Short
110,Volatility (126 days),Volatility (3 days),Next 126 days,0.1947018068540567,126,3,126,Long,Short
111,Volatility (252 days),Volatility (3 days),Next 126 days,0.1938275113088741,252,3,126,Long,Short
112,Volatility (2 days),Volatility (5 days),Next 1 days,0.3569467695263473,2,5,1,Short,Short
113,Volatility (3 days),Volatility (5 days),Next 1 days,0.8210254498580456,3,5,1,Short,Short
114,Volatility (5 days),Volatility (5 days),Next 1 days,0.9975031182702345,5,5,1,Short,Short
115,Volatility (10 days),Volatility (5 days),Next 1 days,0.551272692406064,10,5,1,Short,Short
116,Volatility (21 days),Volatility (5 days),Next 1 days,0.41116564335174566,21,5,1,Long,Short
117,Volatility (63 days),Volatility (5 days),Next 1 days,0.3570412036177162,63,5,1,Long,Short
118,Volatility (126 days),Volatility (5 days),Next 1 days,0.30174445683036044,126,5,1,Long,Short
119,Volatility (252 days),Volatility (5 days),Next 1 days,0.26054440349880803,252,5,1,Long,Short
120,Volatility (2 days),Volatility (5 days),Next 3 days,0.35988895281276356,2,5,3,Short,Short
121,Volatility (3 days),Volatility (5 days),Next 3 days,0.3108543931017618,3,5,3,Short,Short
122,Volatility (5 days),Volatility (5 days),Next 3 days,0.31568905102971545,5,5,3,Short,Short
123,Volatility (10 days),Volatility (5 days),Next 3 days,0.36007700593737013,10,5,3,Short,Short
124,Volatility (21 days),Volatility (5 days),Next 3 days,0.3369358910431819,21,5,3,Long,Short
125,Volatility (63 days),Volatility (5 days),Next 3 days,0.3264428663683656,63,5,3,Long,Short
126,Volatility (126 days),Volatility (5 days),Next 3 days,0.3052519035573944,126,5,3,Long,Short
127,Volatility (252 days),Volatility (5 days),Next 3 days,0.25378268991333996,252,5,3,Long,Short
128,Volatility (2 days),Volatility (5 days),Next 5 days,0.07003099720853978,2,5,5,Short,Short
129,Volatility (3 days),Volatility (5 days),Next 5 days,0.13259046416559528,3,5,5,Short,Short
130,Volatility (5 days),Volatility (5 days),Next 5 days,0.18662587431237654,5,5,5,Short,Short
131,Volatility (10 days),Volatility (5 days),Next 5 days,0.2627175267742885,10,5,5,Short,Short
132,Volatility (21 days),Volatility (5 days),Next 5 days,0.3251645476541922,21,5,5,Long,Short
133,Volatility (63 days),Volatility (5 days),Next 5 days,0.3260457382904889,63,5,5,Long,Short
134,Volatility (126 days),Volatility (5 days),Next 5 days,0.2949297251082683,126,5,5,Long,Short
135,Volatility (252 days),Volatility (5 days),Next 5 days,0.2537628606224924,252,5,5,Long,Short
136,Volatility (2 days),Volatility (5 days),Next 10 days,0.05350682293353248,2,5,10,Short,Short
137,Volatility (3 days),Volatility (5 days),Next 10 days,0.11198710537142809,3,5,10,Short,Short
138,Volatility (5 days),Volatility (5 days),Next 10 days,0.149076923794639,5,5,10,Short,Short
139,Volatility (10 days),Volatility (5 days),Next 10 days,0.20741183018584852,10,5,10,Short,Short
140,Volatility (21 days),Volatility (5 days),Next 10 days,0.26884614284094877,21,5,10,Long,Short
141,Volatility (63 days),Volatility (5 days),Next 10 days,0.28303677481074363,63,5,10,Long,Short
142,Volatility (126 days),Volatility (5 days),Next 10 days,0.2905723258729003,126,5,10,Long,Short
143,Volatility (252 days),Volatility (5 days),Next 10 days,0.2595422497655093,252,5,10,Long,Short
144,Volatility (2 days),Volatility (5 days),Next 21 days,0.04164521601680882,2,5,21,Short,Short
145,Volatility (3 days),Volatility (5 days),Next 21 days,0.09273257283476877,3,5,21,Short,Short
146,Volatility (5 days),Volatility (5 days),Next 21 days,0.10181882160193467,5,5,21,Short,Short
147,Volatility (10 days),Volatility (5 days),Next 21 days,0.17345065524564784,10,5,21,Short,Short
148,Volatility (21 days),Volatility (5 days),Next 21 days,0.21506051497642975,21,5,21,Long,Short
149,Volatility (63 days),Volatility (5 days),Next 21 days,0.26535271834714447,63,5,21,Long,Short
150,Volatility (126 days),Volatility (5 days),Next 21 days,0.2552807581679044,126,5,21,Long,Short
151,Volatility (252 days),Volatility (5 days),Next 21 days,0.25872912696074923,252,5,21,Long,Short
152,Volatility (2 days),Volatility (5 days),Next 63 days,0.028532028638118767,2,5,63,Short,Short
153,Volatility (3 days),Volatility (5 days),Next 63 days,0.05348413000501839,3,5,63,Short,Short
154,Volatility (5 days),Volatility (5 days),Next 63 days,0.07756840737497495,5,5,63,Short,Short
155,Volatility (10 days),Volatility (5 days),Next 63 days,0.13451606119463833,10,5,63,Short,Short
156,Volatility (21 days),Volatility (5 days),Next 63 days,0.18696674596774265,21,5,63,Long,Short
157,Volatility (63 days),Volatility (5 days),Next 63 days,0.2304811237946689,63,5,63,Long,Short
158,Volatility (126 days),Volatility (5 days),Next 63 days,0.2685879384711667,126,5,63,Long,Short
159,Volatility (252 days),Volatility (5 days),Next 63 days,0.24537288875823915,252,5,63,Long,Short
160,Volatility (2 days),Volatility (5 days),Next 126 days,0.0,2,5,126,Short,Short
161,Volatility (3 days),Volatility (5 days),Next 126 days,0.04357676560039181,3,5,126,Short,Short
162,Volatility (5 days),Volatility (5 days),Next 126 days,0.049831897692215854,5,5,126,Short,Short
163,Volatility (10 days),Volatility (5 days),Next 126 days,0.12582243323982212,10,5,126,Short,Short
164,Volatility (21 days),Volatility (5 days),Next 126 days,0.17634426994460384,21,5,126,Long,Short
165,Volatility (63 days),Volatility (5 days),Next 126 days,0.2098007176124712,63,5,126,Long,Short
166,Volatility (126 days),Volatility (5 days),Next 126 days,0.2433034243651795,126,5,126,Long,Short
167,Volatility (252 days),Volatility (5 days),Next 126 days,0.22434783051616147,252,5,126,Long,Short
168,Volatility (2 days),Volatility (10 days),Next 1 days,0.2093881435613163,2,10,1,Short,Short
169,Volatility (3 days),Volatility (10 days),Next 1 days,0.455253220603157,3,10,1,Short,Short
170,Volatility (5 days),Volatility (10 days),Next 1 days,0.7631926117207355,5,10,1,Short,Short
171,Volatility (10 days),Volatility (10 days),Next 1 days,2.8723322820776636,10,10,1,Short,Short
172,Volatility (21 days),Volatility (10 days),Next 1 days,1.2521399155663442,21,10,1,Long,Short
173,Volatility (63 days),Volatility (10 days),Next 1 days,1.166602618814471,63,10,1,Long,Short
174,Volatility (126 days),Volatility (10 days),Next 1 days,1.1985268250426007,126,10,1,Long,Short
175,Volatility (252 days),Volatility (10 days),Next 1 days,1.1361162405504341,252,10,1,Long,Short
176,Volatility (2 days),Volatility (10 days),Next 3 days,0.2084618377466354,2,10,3,Short,Short
177,Volatility (3 days),Volatility (10 days),Next 3 days,0.46372570496160304,3,10,3,Short,Short
178,Volatility (5 days),Volatility (10 days),Next 3 days,0.7835810534230045,5,10,3,Short,Short
179,Volatility (10 days),Volatility (10 days),Next 3 days,1.026289603859066,10,10,3,Short,Short
180,Volatility (21 days),Volatility (10 days),Next 3 days,0.9657693571804122,21,10,3,Long,Short
181,Volatility (63 days),Volatility (10 days),Next 3 days,1.006111009181816,63,10,3,Long,Short
182,Volatility (126 days),Volatility (10 days),Next 3 days,0.9938417692538222,126,10,3,Long,Short
183,Volatility (252 days),Volatility (10 days),Next 3 days,0.9943183004387155,252,10,3,Long,Short
184,Volatility (2 days),Volatility (10 days),Next 5 days,0.19201000194486006,2,10,5,Short,Short
185,Volatility (3 days),Volatility (10 days),Next 5 days,0.4262227040847719,3,10,5,Short,Short
186,Volatility (5 days),Volatility (10 days),Next 5 days,0.787581850620171,5,10,5,Short,Short
187,Volatility (10 days),Volatility (10 days),Next 5 days,0.7225704170776801,10,10,5,Short,Short
188,Volatility (21 days),Volatility (10 days),Next 5 days,0.9133758100894527,21,10,5,Long,Short
189,Volatility (63 days),Volatility (10 days),Next 5 days,0.9961044787764939,63,10,5,Long,Short
190,Volatility (126 days),Volatility (10 days),Next 5 days,1.0755949219795413,126,10,5,Long,Short
191,Volatility (252 days),Volatility (10 days),Next 5 days,1.007962930877433,252,10,5,Long,Short
192,Volatility (2 days),Volatility (10 days),Next 10 days,0.09106881523613097,2,10,10,Short,Short
193,Volatility (3 days),Volatility (10 days),Next 10 days,0.22787911379998427,3,10,10,Short,Short
194,Volatility (5 days),Volatility (10 days),Next 10 days,0.2765911136080712,5,10,10,Short,Short
195,Volatility (10 days),Volatility (10 days),Next 10 days,0.6311271269090151,10,10,10,Short,Short
