,Volatility (Actual),Volatility (Future),Future Days,MI,VA,VF,FD,VA Kind,VF Kind
87,Volatility (252 days),Volatility (3 days),Next 10 days,0.25266101324738965,252,3,10,Long,Short
88,Volatility (2 days),Volatility (3 days),Next 21 days,0.03295332466325185,2,3,21,Short,Short
89,Volatility (3 days),Volatility (3 days),Next 21 days,0.08182235551007988,3,3,21,Short,Short
90,Volatility (5 days),Volatility (3 days),Next 21 days,0.12198876441665174,5,3,21,Short,Short
91,Volatility (10 days),Volatility (3 days),Next 21 days,0.16217302031856917,10,3,21,Short,Short
92,Volatility (21 days),Volatility (3 days),Next 21 days,0.25258717943411035,21,3,21,Long,Short
93,Volatility (63 days),Volatility (3 days),Next 21 days,0.2373389058010078,63,3,21,Long,Short
94,Volatility (126 days),Volatility (3 days),Next 21 days,0.21076986303549905,126,3,21,Long,Short
95,Volatility (252 days),Volatility (3 days),Next 21 days,0.2537543202450401,252,3,21,Long,Short
96,Volatility (2 days),Volatility (3 days),Next 63 days,0.01964715872717182,2,3,63,Short,Short
97,Volatility (3 days),Volatility (3 days),Next 63 days,0.07265032647782821,3,3,63,Short,Short
98,Volatility (5 days),Volatility (3 days),Next 63 days,0.0902512575518939,5,3,63,Short,Short
99,Volatility (10 days),Volatility (3 days),Next 63 days,0.1383687007531451,10,3,63,Short,Short
100,Volatility (21 days),Volatility (3 days),Next 63 days,0.19944411774376292,21,3,63,Long,Short
101,Volatility (63 days),Volatility (3 days),Next 63 days,0.2112017485920843,63,3,63,Long,Short
102,Volatility (126 days),Volatility (3 days),Next 63 days,0.2040629954396591,126,3,63,Long,Short
103,Volatility (252 days),Volatility (3 days),Next 63 days,0.24742936881690358,252,3,63,Long,Short
104,Volatility (2 days),Volatility (3 days),Next 126 days,0.012884699034706237,2,3,126,Short,Short
105,Volatility (3 days),Volatility (3 days),Next 126 days,0.08629953056138007,3,3,126,Short,Short
106,Volatility (5 days),Volatility (3 days),Next 126 days,0.045930931130475194,5,3,126,Short,Short
107,Volatility (10 days),Volatility (3 days),Next 126 days,0.0898665683115496,10,3,126,Short,Short
108,Volatility (21 days),Volatility (3 days),Next 126 days,0.14932859479141136,21,3,126,Long,Short
109,Volatility (63 days),Volatility (3 days),Next 126 days,0.24264711577001297,63,3,126,Long,Short
110,Volatility (126 days),Volatility (3 days),Next 126 days,0.21482564757634837,126,3,126,Long,Short
111,Volatility (252 days),Volatility (3 days),Next 126 days,0.22495596087464165,252,3,126,Long,Short
112,Volatility (2 days),Volatility (5 days),Next 1 days,0.40648819435014527,2,5,1,Short,Short
113,Volatility (3 days),Volatility (5 days),Next 1 days,0.8945065358465012,3,5,1,Short,Short
114,Volatility (5 days),Volatility (5 days),Next 1 days,1.039892306215222,5,5,1,Short,Short
115,Volatility (10 days),Volatility (5 days),Next 1 days,0.6054991078866436,10,5,1,Short,Short
116,Volatility (21 days),Volatility (5 days),Next 1 days,0.5407735458589018,21,5,1,Long,Short
117,Volatility (63 days),Volatility (5 days),Next 1 days,0.4120673115346598,63,5,1,Long,Short
118,Volatility (126 days),Volatility (5 days),Next 1 days,0.36954074599572717,126,5,1,Long,Short
119,Volatility (252 days),Volatility (5 days),Next 1 days,0.33436272639247644,252,5,1,Long,Short
120,Volatility (2 days),Volatility (5 days),Next 3 days,0.41558618153529636,2,5,3,Short,Short
121,Volatility (3 days),Volatility (5 days),Next 3 days,0.3520864421654837,3,5,3,Short,Short
122,Volatility (5 days),Volatility (5 days),Next 3 days,0.3692859254429246,5,5,3,Short,Short
123,Volatility (10 days),Volatility (5 days),Next 3 days,0.41897292702776223,10,5,3,Short,Short
124,Volatility (21 days),Volatility (5 days),Next 3 days,0.40839573828924003,21,5,3,Long,Short
125,Volatility (63 days),Volatility (5 days),Next 3 days,0.3750963108605694,63,5,3,Long,Short
126,Volatility (126 days),Volatility (5 days),Next 3 days,0.35092577631770805,126,5,3,Long,Short
127,Volatility (252 days),Volatility (5 days),Next 3 days,0.3562279644134332,252,5,3,Long,Short
128,Volatility (2 days),Volatility (5 days),Next 5 days,0.09674806621571186,2,5,5,Short,Short
129,Volatility (3 days),Volatility (5 days),Next 5 days,0.15754679114284986,3,5,5,Short,Short
130,Volatility (5 days),Volatility (5 days),Next 5 days,0.2380830890084482,5,5,5,Short,Short
131,Volatility (10 days),Volatility (5 days),Next 5 days,0.354095306956312,10,5,5,Short,Short
132,Volatility (21 days),Volatility (5 days),Next 5 days,0.3963481548058585,21,5,5,Long,Short
133,Volatility (63 days),Volatility (5 days),Next 5 days,0.36629882654442714,63,5,5,Long,Short
134,Volatility (126 days),Volatility (5 days),Next 5 days,0.3604008102911447,126,5,5,Long,Short
135,Volatility (252 days),Volatility (5 days),Next 5 days,0.3632262321608737,252,5,5,Long,Short
136,Volatility (2 days),Volatility (5 days),Next 10 days,0.0678506819477871,2,5,10,Short,Short
137,Volatility (3 days),Volatility (5 days),Next 10 days,0.13261614996829252,3,5,10,Short,Short
138,Volatility (5 days),Volatility (5 days),Next 10 days,0.1975623171715828,5,5,10,Short,Short
139,Volatility (10 days),Volatility (5 days),Next 10 days,0.2990297063013534,10,5,10,Short,Short
140,Volatility (21 days),Volatility (5 days),Next 10 days,0.32162614110846555,21,5,10,Long,Short
141,Volatility (63 days),Volatility (5 days),Next 10 days,0.360071131909522,63,5,10,Long,Short
142,Volatility (126 days),Volatility (5 days),Next 10 days,0.3568134685411506,126,5,10,Long,Short
143,Volatility (252 days),Volatility (5 days),Next 10 days,0.3279904665486173,252,5,10,Long,Short
144,Volatility (2 days),Volatility (5 days),Next 21 days,0.04554708260395213,2,5,21,Short,Short
145,Volatility (3 days),Volatility (5 days),Next 21 days,0.11243696081473509,3,5,21,Short,Short
146,Volatility (5 days),Volatility (5 days),Next 21 days,0.12110434897947986,5,5,21,Short,Short
147,Volatility (10 days),Volatility (5 days),Next 21 days,0.18381520830147036,10,5,21,Short,Short
148,Volatility (21 days),Volatility (5 days),Next 21 days,0.3011319566028412,21,5,21,Long,Short
149,Volatility (63 days),Volatility (5 days),Next 21 days,0.29052657695747275,63,5,21,Long,Short
150,Volatility (126 days),Volatility (5 days),Next 21 days,0.30045196374882277,126,5,21,Long,Short
151,Volatility (252 days),Volatility (5 days),Next 21 days,0.3275851936145786,252,5,21,Long,Short
152,Volatility (2 days),Volatility (5 days),Next 63 days,0.022251881999642897,2,5,63,Short,Short
153,Volatility (3 days),Volatility (5 days),Next 63 days,0.08082172434832557,3,5,63,Short,Short
154,Volatility (5 days),Volatility (5 days),Next 63 days,0.0869369068128174,5,5,63,Short,Short
155,Volatility (10 days),Volatility (5 days),Next 63 days,0.20011091457071206,10,5,63,Short,Short
156,Volatility (21 days),Volatility (5 days),Next 63 days,0.24678310378895585,21,5,63,Long,Short
157,Volatility (63 days),Volatility (5 days),Next 63 days,0.27263149283362687,63,5,63,Long,Short
158,Volatility (126 days),Volatility (5 days),Next 63 days,0.2857633704939895,126,5,63,Long,Short
159,Volatility (252 days),Volatility (5 days),Next 63 days,0.30025508448054516,252,5,63,Long,Short
160,Volatility (2 days),Volatility (5 days),Next 126 days,0.0,2,5,126,Short,Short
161,Volatility (3 days),Volatility (5 days),Next 126 days,0.044291329216793685,3,5,126,Short,Short
162,Volatility (5 days),Volatility (5 days),Next 126 days,0.07670715345476609,5,5,126,Short,Short
163,Volatility (10 days),Volatility (5 days),Next 126 days,0.1346770867795053,10,5,126,Short,Short
164,Volatility (21 days),Volatility (5 days),Next 126 days,0.21857201778006718,21,5,126,Long,Short
165,Volatility (63 days),Volatility (5 days),Next 126 days,0.2592696334368805,63,5,126,Long,Short
166,Volatility (126 days),Volatility (5 days),Next 126 days,0.2581873945618831,126,5,126,Long,Short
167,Volatility (252 days),Volatility (5 days),Next 126 days,0.2914975968890916,252,5,126,Long,Short
168,Volatility (2 days),Volatility (10 days),Next 1 days,0.22504788874895088,2,10,1,Short,Short
169,Volatility (3 days),Volatility (10 days),Next 1 days,0.48890993036285924,3,10,1,Short,Short
170,Volatility (5 days),Volatility (10 days),Next 1 days,0.7973173701440945,5,10,1,Short,Short
171,Volatility (10 days),Volatility (10 days),Next 1 days,2.647054830197636,10,10,1,Short,Short
172,Volatility (21 days),Volatility (10 days),Next 1 days,1.3130713031946089,21,10,1,Long,Short
173,Volatility (63 days),Volatility (10 days),Next 1 days,1.2548281009082647,63,10,1,Long,Short
174,Volatility (126 days),Volatility (10 days),Next 1 days,1.27121028224615,126,10,1,Long,Short
175,Volatility (252 days),Volatility (10 days),Next 1 days,1.2136930070290095,252,10,1,Long,Short
176,Volatility (2 days),Volatility (10 days),Next 3 days,0.24409174685929358,2,10,3,Short,Short
177,Volatility (3 days),Volatility (10 days),Next 3 days,0.5057413364840189,3,10,3,Short,Short
178,Volatility (5 days),Volatility (10 days),Next 3 days,0.8268279427980367,5,10,3,Short,Short
179,Volatility (10 days),Volatility (10 days),Next 3 days,1.076772758584056,10,10,3,Short,Short
180,Volatility (21 days),Volatility (10 days),Next 3 days,1.051915961126598,21,10,3,Long,Short
181,Volatility (63 days),Volatility (10 days),Next 3 days,1.100479885784897,63,10,3,Long,Short
182,Volatility (126 days),Volatility (10 days),Next 3 days,1.0550166981146072,126,10,3,Long,Short
183,Volatility (252 days),Volatility (10 days),Next 3 days,1.0767236701819791,252,10,3,Long,Short
184,Volatility (2 days),Volatility (10 days),Next 5 days,0.23811799648901655,2,10,5,Short,Short
185,Volatility (3 days),Volatility (10 days),Next 5 days,0.481533747230789,3,10,5,Short,Short
186,Volatility (5 days),Volatility (10 days),Next 5 days,0.8663240720072531,5,10,5,Short,Short
187,Volatility (10 days),Volatility (10 days),Next 5 days,0.7678494246762995,10,10,5,Short,Short
188,Volatility (21 days),Volatility (10 days),Next 5 days,1.0515059142803134,21,10,5,Long,Short
189,Volatility (63 days),Volatility (10 days),Next 5 days,1.0381480521244644,63,10,5,Long,Short
190,Volatility (126 days),Volatility (10 days),Next 5 days,1.0672883923720327,126,10,5,Long,Short
191,Volatility (252 days),Volatility (10 days),Next 5 days,1.0547228087898683,252,10,5,Long,Short
192,Volatility (2 days),Volatility (10 days),Next 10 days,0.12171225391019291,2,10,10,Short,Short
193,Volatility (3 days),Volatility (10 days),Next 10 days,0.23537757408317006,3,10,10,Short,Short
194,Volatility (5 days),Volatility (10 days),Next 10 days,0.3240934705872496,5,10,10,Short,Short
195,Volatility (10 days),Volatility (10 days),Next 10 days,0.6796403518474108,10,10,10,Short,Short
196,Volatility (21 days),Volatility (10 days),Next 10 days,1.1458209188606343,21,10,10,Long,Short
197,Volatility (63 days),Volatility (10 days),Next 10 days,1.2722154727789308,63,10,10,Long,Short
198,Volatility (126 days),Volatility (10 days),Next 10 days,1.2958175796974247,126,10,10,Long,Short
199,Volatility (252 days),Volatility (10 days),Next 10 days,1.2463812419453868,252,10,10,Long,Short
200,Volatility (2 days),Volatility (10 days),Next 21 days,0.059944016415188095,2,10,21,Short,Short
201,Volatility (3 days),Volatility (10 days),Next 21 days,0.16170604218335072,3,10,21,Short,Short
202,Volatility (5 days),Volatility (10 days),Next 21 days,0.23882668586944877,5,10,21,Short,Short
203,Volatility (10 days),Volatility (10 days),Next 21 days,0.5013154908774453,10,10,21,Short,Short
204,Volatility (21 days),Volatility (10 days),Next 21 days,0.9002749403055788,21,10,21,Long,Short
205,Volatility (63 days),Volatility (10 days),Next 21 days,1.124088612863373,63,10,21,Long,Short
206,Volatility (126 days),Volatility (10 days),Next 21 days,1.083991891951967,126,10,21,Long,Short
207,Volatility (252 days),Volatility (10 days),Next 21 days,1.0955776086924311,252,10,21,Long,Short
208,Volatility (2 days),Volatility (10 days),Next 63 days,0.05369947150115095,2,10,63,Short,Short
209,Volatility (3 days),Volatility (10 days),Next 63 days,0.17340422057660376,3,10,63,Short,Short
210,Volatility (5 days),Volatility (10 days),Next 63 days,0.176658164043765,5,10,63,Short,Short
211,Volatility (10 days),Volatility (10 days),Next 63 days,0.43247586882917766,10,10,63,Short,Short
212,Volatility (21 days),Volatility (10 days),Next 63 days,0.8292849800901534,21,10,63,Long,Short
213,Volatility (63 days),Volatility (10 days),Next 63 days,1.009330483732641,63,10,63,Long,Short
214,Volatility (126 days),Volatility (10 days),Next 63 days,1.0573689677093077,126,10,63,Long,Short
215,Volatility (252 days),Volatility (10 days),Next 63 days,1.1247653529694515,252,10,63,Long,Short
216,Volatility (2 days),Volatility (10 days),Next 126 days,0.045981521009041515,2,10,126,Short,Short
217,Volatility (3 days),Volatility (10 days),Next 126 days,0.13431822288965822,3,10,126,Short,Short
218,Volatility (5 days),Volatility (10 days),Next 126 days,0.1462703336782205,5,10,126,Short,Short
219,Volatility (10 days),Volatility (10 days),Next 126 days,0.4001259825888761,10,10,126,Short,Short
220,Volatility (21 days),Volatility (10 days),Next 126 days,0.8048664470806344,21,10,126,Long,Short
221,Volatility (63 days),Volatility (10 days),Next 126 days,0.960767058231931,63,10,126,Long,Short
222,Volatility (126 days),Volatility (10 days),Next 126 days,1.0799106500647002,126,10,126,Long,Short
223,Volatility (252 days),Volatility (10 days),Next 126 days,1.1647797240667543,252,10,126,Long,Short
224,Volatility (2 days),Volatility (21 days),Next 1 days,0.17564005277687045,2,21,1,Short,Long
225,Volatility (3 days),Volatility (21 days),Next 1 days,0.41250029379873876,3,21,1,Short,Long
226,Volatility (5 days),Volatility (21 days),Next 1 days,0.5938666372685866,5,21,1,Short,Long
227,Volatility (10 days),Volatility (21 days),Next 1 days,1.466395740887421,10,21,1,Short,Long
228,Volatility (21 days),Volatility (21 days),Next 1 days,4.147498510833145,21,21,1,Long,Long
229,Volatility (63 days),Volatility (21 days),Next 1 days,2.7375698048029515,63,21,1,Long,Long
230,Volatility (126 days),Volatility (21 days),Next 1 days,2.744934993950071,126,21,1,Long,Long
231,Volatility (252 days),Volatility (21 days),Next 1 days,2.733025068565945,252,21,1,Long,Long
232,Volatility (2 days),Volatility (21 days),Next 3 days,0.1878969482185049,2,21,3,Short,Long
233,Volatility (3 days),Volatility (21 days),Next 3 days,0.42269772818725304,3,21,3,Short,Long
234,Volatility (5 days),Volatility (21 days),Next 3 days,0.6115898975818874,5,21,3,Short,Long
235,Volatility (10 days),Volatility (21 days),Next 3 days,1.3656140465490472,10,21,3,Short,Long
236,Volatility (21 days),Volatility (21 days),Next 3 days,2.4675095496349124,21,21,3,Long,Long
237,Volatility (63 days),Volatility (21 days),Next 3 days,2.4764522012160146,63,21,3,Long,Long
238,Volatility (126 days),Volatility (21 days),Next 3 days,2.544575428046558,126,21,3,Long,Long
239,Volatility (252 days),Volatility (21 days),Next 3 days,2.577180655513475,252,21,3,Long,Long
240,Volatility (2 days),Volatility (21 days),Next 5 days,0.16994802576276058,2,21,5,Short,Long
241,Volatility (3 days),Volatility (21 days),Next 5 days,0.4202759189867935,3,21,5,Short,Long
242,Volatility (5 days),Volatility (21 days),Next 5 days,0.6189970336556607,5,21,5,Short,Long
243,Volatility (10 days),Volatility (21 days),Next 5 days,1.4219297816006202,10,21,5,Short,Long
244,Volatility (21 days),Volatility (21 days),Next 5 days,2.4421333981288873,21,21,5,Long,Long
245,Volatility (63 days),Volatility (21 days),Next 5 days,2.511190754087634,63,21,5,Long,Long
246,Volatility (126 days),Volatility (21 days),Next 5 days,2.6855297925659523,126,21,5,Long,Long
247,Volatility (252 days),Volatility (21 days),Next 5 days,2.6865360029773053,252,21,5,Long,Long
248,Volatility (2 days),Volatility (21 days),Next 10 days,0.170841726482732,2,21,10,Short,Long
249,Volatility (3 days),Volatility (21 days),Next 10 days,0.42114551408782397,3,21,10,Short,Long
250,Volatility (5 days),Volatility (21 days),Next 10 days,0.5555805474543298,5,21,10,Short,Long
251,Volatility (10 days),Volatility (21 days),Next 10 days,1.4386809817611086,10,21,10,Short,Long
252,Volatility (21 days),Volatility (21 days),Next 10 days,2.2830575307177217,21,21,10,Long,Long
253,Volatility (63 days),Volatility (21 days),Next 10 days,2.518705701587026,63,21,10,Long,Long
254,Volatility (126 days),Volatility (21 days),Next 10 days,2.5700278768291285,126,21,10,Long,Long
255,Volatility (252 days),Volatility (21 days),Next 10 days,2.6622322591648375,252,21,10,Long,Long
256,Volatility (2 days),Volatility (21 days),Next 21 days,0.11515488935011753,2,21,21,Short,Long
257,Volatility (3 days),Volatility (21 days),Next 21 days,0.29690929796320287,3,21,21,Short,Long
258,Volatility (5 days),Volatility (21 days),Next 21 days,0.3898717960659015,5,21,21,Short,Long
259,Volatility (10 days),Volatility (21 days),Next 21 days,1.120896830052363,10,21,21,Short,Long
260,Volatility (21 days),Volatility (21 days),Next 21 days,2.3299050090812754,21,21,21,Long,Long
261,Volatility (63 days),Volatility (21 days),Next 21 days,2.8958433269496036,63,21,21,Long,Long
262,Volatility (126 days),Volatility (21 days),Next 21 days,2.9758569417252034,126,21,21,Long,Long
263,Volatility (252 days),Volatility (21 days),Next 21 days,2.929559464956121,252,21,21,Long,Long
264,Volatility (2 days),Volatility (21 days),Next 63 days,0.05473683301987187,2,21,63,Short,Long
265,Volatility (3 days),Volatility (21 days),Next 63 days,0.19571309359139377,3,21,63,Short,Long
266,Volatility (5 days),Volatility (21 days),Next 63 days,0.2684919424386125,5,21,63,Short,Long
267,Volatility (10 days),Volatility (21 days),Next 63 days,0.9479689645586129,10,21,63,Short,Long
268,Volatility (21 days),Volatility (21 days),Next 63 days,2.0923214311082905,21,21,63,Long,Long
269,Volatility (63 days),Volatility (21 days),Next 63 days,2.4552530839058413,63,21,63,Long,Long
270,Volatility (126 days),Volatility (21 days),Next 63 days,2.5651930950978485,126,21,63,Long,Long
271,Volatility (252 days),Volatility (21 days),Next 63 days,2.6562897512321664,252,21,63,Long,Long
272,Volatility (2 days),Volatility (21 days),Next 126 days,0.017970965074521672,2,21,126,Short,Long
273,Volatility (3 days),Volatility (21 days),Next 126 days,0.17223485443750253,3,21,126,Short,Long
274,Volatility (5 days),Volatility (21 days),Next 126 days,0.2328570339487248,5,21,126,Short,Long
275,Volatility (10 days),Volatility (21 days),Next 126 days,0.8431339254280488,10,21,126,Short,Long
276,Volatility (21 days),Volatility (21 days),Next 126 days,2.027596353580171,21,21,126,Long,Long
277,Volatility (63 days),Volatility (21 days),Next 126 days,2.3709315679369167,63,21,126,Long,Long
278,Volatility (126 days),Volatility (21 days),Next 126 days,2.5665299435944164,126,21,126,Long,Long
279,Volatility (252 days),Volatility (21 days),Next 126 days,2.6381558377549337,252,21,126,Long,Long
280,Volatility (2 days),Volatility (63 days),Next 1 days,0.10083421798192482,2,63,1,Short,Long
281,Volatility (3 days),Volatility (63 days),Next 1 days,0.3215882556636718,3,63,1,Short,Long
282,Volatility (5 days),Volatility (63 days),Next 1 days,0.43649308556054134,5,63,1,Short,Long
283,Volatility (10 days),Volatility (63 days),Next 1 days,1.287714771661328,10,63,1,Short,Long
284,Volatility (21 days),Volatility (63 days),Next 1 days,2.803170232390476,21,63,1,Long,Long
285,Volatility (63 days),Volatility (63 days),Next 1 days,4.68593897081691,63,63,1,Long,Long
286,Volatility (126 days),Volatility (63 days),Next 1 days,3.3547940942005723,126,63,1,Long,Long
287,Volatility (252 days),Volatility (63 days),Next 1 days,3.223879485839292,252,63,1,Long,Long
288,Volatility (2 days),Volatility (63 days),Next 3 days,0.10872152247270783,2,63,3,Short,Long
