,Volatility (Actual),Volatility (Future),Future Days,MI,VA,VF,FD,VA Kind,VF Kind
143,Volatility (252 days),Volatility (5 days),Next 10 days,0.27341381324499814,252,5,10,Long,Short
144,Volatility (2 days),Volatility (5 days),Next 21 days,0.029076087149038088,2,5,21,Short,Short
145,Volatility (3 days),Volatility (5 days),Next 21 days,0.07806808007235855,3,5,21,Short,Short
146,Volatility (5 days),Volatility (5 days),Next 21 days,0.15209389521788275,5,5,21,Short,Short
147,Volatility (10 days),Volatility (5 days),Next 21 days,0.19667128074374585,10,5,21,Short,Short
148,Volatility (21 days),Volatility (5 days),Next 21 days,0.2277398980017269,21,5,21,Long,Short
149,Volatility (63 days),Volatility (5 days),Next 21 days,0.27839087128816953,63,5,21,Long,Short
150,Volatility (126 days),Volatility (5 days),Next 21 days,0.2991705544188088,126,5,21,Long,Short
151,Volatility (252 days),Volatility (5 days),Next 21 days,0.29521238998942234,252,5,21,Long,Short
152,Volatility (2 days),Volatility (5 days),Next 63 days,0.028729536332578576,2,5,63,Short,Short
153,Volatility (3 days),Volatility (5 days),Next 63 days,0.04761285039327667,3,5,63,Short,Short
154,Volatility (5 days),Volatility (5 days),Next 63 days,0.08314695526543137,5,5,63,Short,Short
155,Volatility (10 days),Volatility (5 days),Next 63 days,0.13826943915846535,10,5,63,Short,Short
156,Volatility (21 days),Volatility (5 days),Next 63 days,0.1817148921566698,21,5,63,Long,Short
157,Volatility (63 days),Volatility (5 days),Next 63 days,0.23463628652154345,63,5,63,Long,Short
158,Volatility (126 days),Volatility (5 days),Next 63 days,0.240342517951734,126,5,63,Long,Short
159,Volatility (252 days),Volatility (5 days),Next 63 days,0.28268950582351593,252,5,63,Long,Short
160,Volatility (2 days),Volatility (5 days),Next 126 days,0.0,2,5,126,Short,Short
161,Volatility (3 days),Volatility (5 days),Next 126 days,0.04615053369757138,3,5,126,Short,Short
162,Volatility (5 days),Volatility (5 days),Next 126 days,0.06930114745193006,5,5,126,Short,Short
163,Volatility (10 days),Volatility (5 days),Next 126 days,0.12033670823780707,10,5,126,Short,Short
164,Volatility (21 days),Volatility (5 days),Next 126 days,0.172713427574128,21,5,126,Long,Short
165,Volatility (63 days),Volatility (5 days),Next 126 days,0.2123966375874522,63,5,126,Long,Short
166,Volatility (126 days),Volatility (5 days),Next 126 days,0.25296694547429066,126,5,126,Long,Short
167,Volatility (252 days),Volatility (5 days),Next 126 days,0.2624739196408781,252,5,126,Long,Short
168,Volatility (2 days),Volatility (10 days),Next 1 days,0.18179296214625218,2,10,1,Short,Short
169,Volatility (3 days),Volatility (10 days),Next 1 days,0.4535601245546337,3,10,1,Short,Short
170,Volatility (5 days),Volatility (10 days),Next 1 days,0.7747694893199579,5,10,1,Short,Short
171,Volatility (10 days),Volatility (10 days),Next 1 days,2.763996824567,10,10,1,Short,Short
172,Volatility (21 days),Volatility (10 days),Next 1 days,1.3227018082778006,21,10,1,Long,Short
173,Volatility (63 days),Volatility (10 days),Next 1 days,1.1678136926389513,63,10,1,Long,Short
174,Volatility (126 days),Volatility (10 days),Next 1 days,1.1686669033784378,126,10,1,Long,Short
175,Volatility (252 days),Volatility (10 days),Next 1 days,1.238822630891514,252,10,1,Long,Short
176,Volatility (2 days),Volatility (10 days),Next 3 days,0.190326806612914,2,10,3,Short,Short
