Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2005-03-10 00:00:00-05:00,15.186672342153349,15.247056956487583,15.081000130873981,15.144403457641602,108200,0.0,0.0,0.0
2005-03-11 00:00:00-05:00,15.210825420592105,15.286305894481073,15.123267794463152,15.126286506652832,184400,0.0,0.0,0.0
2005-03-14 00:00:00-05:00,15.084017792531904,15.129306538062878,14.975325724650082,15.035710334777832,112800,0.0,0.0,0.0
2005-03-15 00:00:00-05:00,14.869653977330739,14.902865571507853,14.70359715818584,14.709635734558105,127800,0.0,0.0,0.0
2005-03-16 00:00:00-05:00,14.682460427703482,14.724729303978782,14.567729797998744,14.582825660705566,196400,0.0,0.0,0.0
2005-03-17 00:00:00-05:00,14.56773156188471,14.770018680478483,14.564712849674034,14.700576782226562,243800,0.0,0.0,0.0
2005-03-18 00:00:00-05:00,14.763978322464393,14.763978322464393,14.64320912670264,14.721708297729492,75400,0.0,0.0,0.0
2005-03-21 00:00:00-05:00,14.58584406797665,14.58584406797665,14.468093586442972,14.53753662109375,81000,0.0,0.0,0.0
2005-03-22 00:00:00-05:00,14.585839102934155,14.634146533373132,14.265801656438452,14.305051803588867,68000,0.0,0.0,0.0
2005-03-23 00:00:00-05:00,14.214484967867795,14.27788829652981,14.157119064252944,14.1752347946167,54000,0.0,0.0,0.0
2005-03-24 00:00:00-05:00,14.132964665329197,14.220521141698324,14.126926089072592,14.129944801330566,113600,0.0,0.0,0.0
2005-03-28 00:00:00-05:00,14.190327463660052,14.235616203495592,14.114846998427819,14.178250312805176,66000,0.0,0.0,0.0
2005-03-29 00:00:00-05:00,14.039368388996166,14.07257998236692,13.834061404286649,13.870291709899902,51400,0.0,0.0,0.0
2005-03-30 00:00:00-05:00,14.006154854929443,14.172211647033693,13.945770252780493,14.172211647033691,177000,0.0,0.0,0.0
2005-03-31 00:00:00-05:00,14.347329220579427,14.374502238395968,14.190329690055043,14.250714302062988,180800,0.0,0.0,0.0
2005-04-01 00:00:00-05:00,14.528478834006819,14.528478834006819,14.220518414425896,14.265807151794434,142200,0.0,0.0,0.0
2005-04-04 00:00:00-04:00,14.356383142043544,14.35940300539302,14.244672384661566,14.344305992126465,43800,0.0,0.0,0.0
2005-04-05 00:00:00-04:00,14.35638473468303,14.434885066112159,14.271846979366002,14.311097145080566,70200,0.0,0.0,0.0
2005-04-06 00:00:00-04:00,14.440919544222648,14.5163999905502,14.41676524856253,14.443938255310059,96000,0.0,0.0,0.0
2005-04-07 00:00:00-04:00,14.431865065261546,14.540557122059266,14.365443037461127,14.504326820373535,48600,0.0,0.0,0.0
2005-04-08 00:00:00-04:00,14.492254603694995,14.507350471892329,14.386582374572754,14.386582374572754,62200,0.0,0.0,0.0
2005-04-11 00:00:00-04:00,14.492251770328913,14.492251770328913,14.41677129235845,14.440925598144531,89000,0.0,0.0,0.0
2005-04-12 00:00:00-04:00,14.407715838818438,14.462061882019043,14.247696421954062,14.462061882019043,252000,0.0,0.0,0.0
2005-04-13 00:00:00-04:00,14.474132474384065,14.492248199259686,14.317132980683235,14.344305992126465,58800,0.0,0.0,0.0
2005-04-14 00:00:00-04:00,14.199385761368308,14.199385761368308,13.978982925415037,13.978982925415039,97400,0.0,0.0,0.0
2005-04-15 00:00:00-04:00,13.933693675487849,13.933693675487849,13.66800212810309,13.74348258972168,224600,0.0,0.0,0.0
2005-04-18 00:00:00-04:00,13.707253456115723,13.743483758285869,13.631772988079272,13.707253456115723,86200,0.0,0.0,0.0
2005-04-19 00:00:00-04:00,13.888409852841322,13.9880446502734,13.888409852841322,13.982006072998047,107200,0.0,0.0,0.0
2005-04-20 00:00:00-04:00,13.942748339119346,13.957844198254822,13.752537289139717,13.761595726013184,60800,0.0,0.0,0.0
2005-04-21 00:00:00-04:00,13.963888266200883,14.072580337524414,13.879350500389547,14.072580337524414,154200,0.0,0.0,0.0
2005-04-22 00:00:00-04:00,14.0574774126937,14.069553407644477,13.918592529228807,13.972938537597656,35600,0.0,0.0,0.0
2005-04-25 00:00:00-04:00,13.994081582736836,14.102773666381836,13.945774117976926,14.102773666381836,67800,0.0,0.0,0.0
2005-04-26 00:00:00-04:00,14.051448291838327,14.129947494655696,14.009179401725829,14.015216827392578,123800,0.0,0.0,0.0
2005-04-27 00:00:00-04:00,13.997096089151471,14.009173238653606,13.888404047112997,13.9487886428833,77200,0.0,0.0,0.0
2005-04-28 00:00:00-04:00,13.912561088919741,13.912561088919741,13.661965370178223,13.661965370178223,62400,0.0,0.0,0.0
2005-04-29 00:00:00-04:00,13.88538773578787,13.91859817504883,13.713291204985362,13.918598175048828,40800,0.0,0.0,0.0
2005-05-02 00:00:00-04:00,13.94879447385402,13.9880446502734,13.891428565608575,13.982006072998047,61200,0.0,0.0,0.0
2005-05-03 00:00:00-04:00,13.888408040376234,13.972945807717153,13.88538932800293,13.88538932800293,117600,0.0,0.0,0.0
2005-05-04 00:00:00-04:00,14.0544597942058,14.380535896482986,14.0544597942058,14.36845874786377,622200,0.0,0.0,0.0
2005-05-05 00:00:00-04:00,14.413745325942827,14.495263187593302,14.277880303625183,14.377513885498047,222000,0.0,0.0,0.0
2005-05-06 00:00:00-04:00,14.407706681502331,14.549609124787716,14.389590961369255,14.446955680847168,251000,0.0,0.0,0.0
2005-05-09 00:00:00-04:00,14.383556156958731,14.522439925817462,14.280902686119578,14.495266914367676,248400,0.0,0.0,0.0
2005-05-10 00:00:00-04:00,14.320147495463761,14.371473635830451,14.190321061696277,14.196359634399414,148000,0.0,0.0,0.0
2005-05-11 00:00:00-04:00,14.235622264808589,14.280909872186411,14.13296874231481,14.277891159057617,41200,0.0,0.0,0.0
2005-05-12 00:00:00-04:00,14.25070659811652,14.299014031259693,13.981996429273872,14.02426528930664,106000,0.0,0.0,0.0
2005-05-13 00:00:00-04:00,14.06654168735094,14.08465741639005,13.891426428528227,13.991061210632324,83800,0.0,0.0,0.0
2005-05-16 00:00:00-04:00,13.97596843530842,14.117870979726202,13.942756833931623,14.084660530090332,42600,0.0,0.0,0.0
2005-05-17 00:00:00-04:00,14.045408911898447,14.135985264355677,13.978985715950765,14.102773666381836,139200,0.0,0.0,0.0
2005-05-18 00:00:00-04:00,14.166168353355083,14.51036012544288,14.166168353355083,14.446955680847168,518800,0.0,0.0,0.0
2005-05-19 00:00:00-04:00,14.404696955713186,14.434889843848767,14.332236327669625,14.386582374572754,54400,0.0,0.0,0.0
2005-05-20 00:00:00-04:00,14.289964472629253,14.314117626388024,14.20542555512186,14.250714302062988,70800,0.0,0.0,0.0
2005-05-23 00:00:00-04:00,14.226556989524397,14.302037450645003,14.166172390279826,14.265807151794434,56000,0.0,0.0,0.0
2005-05-24 00:00:00-04:00,14.250708763504136,14.26882333384779,14.160132456565172,14.262785911560059,49200,0.0,0.0,0.0
2005-05-25 00:00:00-04:00,14.265808382436278,14.265808382436278,14.117866159111845,14.208443641662598,64200,0.0,0.0,0.0
2005-05-26 00:00:00-04:00,14.271845726892934,14.329210462718038,14.220518414425896,14.265807151794434,45600,0.0,0.0,0.0
2005-05-27 00:00:00-04:00,14.389599930799879,14.459041840318214,14.359408196832193,14.449984550476074,69000,0.0,0.0,0.0
2005-05-31 00:00:00-04:00,14.416768760145354,14.41978747196805,14.28090369331421,14.323172569274902,130200,0.0,0.0,0.0
2005-06-01 00:00:00-04:00,14.190334357010395,14.422814441068214,14.160142616947219,14.401679992675781,194800,0.0,0.0,0.0
2005-06-02 00:00:00-04:00,14.443942772019687,14.528480529785156,14.410731180971663,14.528480529785156,271400,0.0,0.0,0.0
2005-06-03 00:00:00-04:00,14.528477877948339,14.643208493789038,14.45601728501553,14.492247581481934,46000,0.0,0.0,0.0
2005-06-06 00:00:00-04:00,14.582832106846467,14.63113957990625,14.516410051227396,14.619062423706055,91800,0.0,0.0,0.0
2005-06-07 00:00:00-04:00,14.591884846458356,14.658306876115603,14.534518952800052,14.54357624053955,228200,0.0,0.0,0.0
2005-06-08 00:00:00-04:00,14.59490374802818,14.616038187521891,14.477154398923059,14.480173110961914,52000,0.0,0.0,0.0
