Date,Open,High,Low,Close,Adj Close,Volume
2024-08-07,17438.650390625,17666.8203125,17386.880859375,17615.150390625,17615.150390625,73601400
2024-08-08,17516.05078125,17696.669921875,17439.869140625,17680.400390625,17680.400390625,61730800
