Date,Open,High,Low,Close,Adj Close,Volume
2024-08-19,18312.509765625,18454.939453125,18284.859375,18421.689453125,18421.689453125,43769700
2024-08-20,18473.23046875,18495.279296875,18349.98046875,18357.51953125,18357.51953125,42912000
2024-08-21,18358.7890625,18476.630859375,18352.189453125,18448.94921875,18448.94921875,36068100
2024-08-22,18459.279296875,18551.390625,18458.609375,18493.390625,18493.390625,0
